airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:34.115+0000] {settings.py:241} DEBUG - Setting up DB connection pool (PID 7)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.836+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.836+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1dc3310>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.836+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.836+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.836+0000] {abstract.py:216} DEBUG - Adding /api/v1/users...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.836+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.836+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.837+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.forward_to_fab_endpoint.get_users
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.837+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.837+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.837+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.838+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.838+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1dc3700>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.838+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.838+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.838+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.839+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.839+0000] {flask_api.py:121} DEBUG - ... Adding POST -> airflow.api_connexion.endpoints.forward_to_fab_endpoint.post_user
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.839+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.839+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.839+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.839+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.839+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1dc3af0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.840+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.840+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.840+0000] {abstract.py:216} DEBUG - Adding /api/v1/users/{username}...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.840+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.840+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.840+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.api_connexion.endpoints.forward_to_fab_endpoint.get_user
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.841+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.841+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.841+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.841+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.841+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1dc3ee0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.841+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.841+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.842+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.842+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.842+0000] {flask_api.py:121} DEBUG - ... Adding PATCH -> airflow.api_connexion.endpoints.forward_to_fab_endpoint.patch_user
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.842+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.842+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.842+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.842+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.843+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1dbd310>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.843+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.843+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.843+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.843+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.843+0000] {flask_api.py:121} DEBUG - ... Adding DELETE -> airflow.api_connexion.endpoints.forward_to_fab_endpoint.delete_user
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.844+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.844+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.844+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.844+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.844+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1dbd790>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.844+0000] {secure.py:73} DEBUG - ... Security: []
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.844+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.898+0000] {abstract.py:74} DEBUG - Loading specification: {'openapi': '3.0.3', 'info': {'title': 'Flask App Builder User & Role API', 'version': '1.0.0', 'license': {'name': 'Apache 2.0', 'url': 'http://www.apache.org/licenses/LICENSE-2.0.html'}, 'contact': {'name': 'Apache Software Foundation', 'url': 'https://airflow.apache.org', 'email': 'dev@airflow.apache.org'}}, 'paths': {'/roles': {'get': {'summary': 'List roles', 'description': 'Get a list of roles.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.role_and_permission_endpoint', 'operationId': 'get_roles', 'tags': ['Role'], 'parameters': [{'$ref': '#/components/parameters/PageLimit'}, {'$ref': '#/components/parameters/PageOffset'}, {'$ref': '#/components/parameters/OrderBy'}], 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/RoleCollection'}}}}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}}}, 'post': {'summary': 'Create a role', 'description': 'Create a new role.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.role_and_permission_endpoint', 'operationId': 'post_role', 'tags': ['Role'], 'requestBody': {'required': True, 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Role'}}}}, 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Role'}}}}, '400': {'$ref': '#/components/responses/BadRequest'}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}}}}, '/roles/{role_name}': {'parameters': [{'$ref': '#/components/parameters/RoleName'}], 'get': {'summary': 'Get a role', 'description': 'Get a role.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.role_and_permission_endpoint', 'operationId': 'get_role', 'tags': ['Role'], 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Role'}}}}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}, '404': {'$ref': '#/components/responses/NotFound'}}}, 'patch': {'summary': 'Update a role', 'description': 'Update a role.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.role_and_permission_endpoint', 'operationId': 'patch_role', 'tags': ['Role'], 'parameters': [{'$ref': '#/components/parameters/UpdateMask'}], 'requestBody': {'required': True, 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Role'}}}}, 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Role'}}}}, '400': {'$ref': '#/components/responses/BadRequest'}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}, '404': {'$ref': '#/components/responses/NotFound'}}}, 'delete': {'summary': 'Delete a role', 'description': 'Delete a role.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.role_and_permission_endpoint', 'operationId': 'delete_role', 'tags': ['Role'], 'responses': {'204': {'description': 'Success.'}, '400': {'$ref': '#/components/responses/BadRequest'}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}, '404': {'$ref': '#/components/responses/NotFound'}}}}, '/permissions': {'get': {'summary': 'List permissions', 'description': 'Get a list of permissions.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.role_and_permission_endpoint', 'operationId': 'get_permissions', 'tags': ['Permission'], 'parameters': [{'$ref': '#/components/parameters/PageLimit'}, {'$ref': '#/components/parameters/PageOffset'}], 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/ActionCollection'}}}}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}}}}, '/users': {'get': {'summary': 'List users', 'description': 'Get a list of users.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.user_endpoint', 'operationId': 'get_users', 'tags': ['User'], 'parameters': [{'$ref': '#/components/parameters/PageLimit'}, {'$ref': '#/components/parameters/PageOffset'}, {'$ref': '#/components/parameters/OrderBy'}], 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/UserCollection'}}}}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}}}, 'post': {'summary': 'Create a user', 'description': 'Create a new user with unique username and email.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.user_endpoint', 'operationId': 'post_user', 'tags': ['User'], 'requestBody': {'required': True, 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/User'}}}}, 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/User'}}}}, '400': {'$ref': '#/components/responses/BadRequest'}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}, '409': {'$ref': '#/components/responses/AlreadyExists'}}}}, '/users/{username}': {'parameters': [{'$ref': '#/components/parameters/Username'}], 'get': {'summary': 'Get a user', 'description': 'Get a user with a specific username.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.user_endpoint', 'operationId': 'get_user', 'tags': ['User'], 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/UserCollectionItem'}}}}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}, '404': {'$ref': '#/components/responses/NotFound'}}}, 'patch': {'summary': 'Update a user', 'description': 'Update fields for a user.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.user_endpoint', 'operationId': 'patch_user', 'tags': ['User'], 'parameters': [{'$ref': '#/components/parameters/UpdateMask'}], 'requestBody': {'required': True, 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/User'}}}}, 'responses': {'200': {'description': 'Success.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/UserCollectionItem'}}}}, '400': {'$ref': '#/components/responses/BadRequest'}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}, '404': {'$ref': '#/components/responses/NotFound'}}}, 'delete': {'summary': 'Delete a user', 'description': 'Delete a user with a specific username.\n\n*New in version 2.8.0*\n', 'x-openapi-router-controller': 'airflow.auth.managers.fab.api_endpoints.user_endpoint', 'operationId': 'delete_user', 'tags': ['User'], 'responses': {'204': {'description': 'Success.'}, '400': {'$ref': '#/components/responses/BadRequest'}, '401': {'$ref': '#/components/responses/Unauthenticated'}, '403': {'$ref': '#/components/responses/PermissionDenied'}, '404': {'$ref': '#/components/responses/NotFound'}}}}}, 'components': {'schemas': {'UserCollectionItem': {'description': 'A user object.\n\n*New in version 2.8.0*\n', 'type': 'object', 'properties': {'first_name': {'type': 'string', 'description': "The user's first name.\n"}, 'last_name': {'type': 'string', 'description': "The user's last name.\n"}, 'username': {'type': 'string', 'description': 'The username.\n', 'minLength': 1}, 'email': {'type': 'string', 'description': "The user's email.\n", 'minLength': 1}, 'active': {'type': 'boolean', 'description': 'Whether the user is active', 'readOnly': True, 'nullable': True}, 'last_login': {'type': 'string', 'format': 'datetime', 'description': 'The last user login', 'readOnly': True, 'nullable': True}, 'login_count': {'type': 'integer', 'description': 'The login count', 'readOnly': True, 'nullable': True}, 'failed_login_count': {'type': 'integer', 'description': 'The number of times the login failed', 'readOnly': True, 'nullable': True}, 'roles': {'type': 'array', 'description': 'User roles.\n', 'items': {'type': 'object', 'properties': {'name': {'type': 'string'}}, 'nullable': True}}, 'created_on': {'type': 'string', 'format': 'datetime', 'description': 'The date user was created', 'readOnly': True, 'nullable': True}, 'changed_on': {'type': 'string', 'format': 'datetime', 'description': 'The date user was changed', 'readOnly': True, 'nullable': True}}}, 'User': {'type': 'object', 'description': 'A user object with sensitive data.\n\n*New in version 2.8.0*\n', 'allOf': [{'$ref': '#/components/schemas/UserCollectionItem'}, {'type': 'object', 'properties': {'password': {'type': 'string', 'writeOnly': True}}}]}, 'UserCollection': {'type': 'object', 'description': 'Collection of users.\n\n*New in version 2.8.0*\n', 'allOf': [{'type': 'object', 'properties': {'users': {'type': 'array', 'items': {'$ref': '#/components/schemas/UserCollectionItem'}}}}, {'$ref': '#/components/schemas/CollectionInfo'}]}, 'Role': {'description': 'a role item.\n\n*New in version 2.8.0*\n', 'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the role\n', 'minLength': 1}, 'actions': {'type': 'array', 'items': {'$ref': '#/components/schemas/ActionResource'}}}}, 'RoleCollection': {'description': 'A collection of roles.\n\n*New in version 2.8.0*\n', 'type': 'object', 'allOf': [{'type': 'object', 'properties': {'roles': {'type': 'array', 'items': {'$ref': '#/components/schemas/Role'}}}}, {'$ref': '#/components/schemas/CollectionInfo'}]}, 'Action': {'description': 'An action Item.\n\n*New in version 2.8.0*\n', 'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the permission "action"', 'nullable': False}}}, 'ActionCollection': {'description': 'A collection of actions.\n\n*New in version 2.8.0*\n', 'type': 'object', 'allOf': [{'type': 'object', 'properties': {'actions': {'type': 'array', 'items': {'$ref': '#/components/schemas/Action'}}}}, {'$ref': '#/components/schemas/CollectionInfo'}]}, 'Resource': {'description': 'A resource on which permissions are granted.\n\n*New in version 2.8.0*\n', 'type': 'object', 'properties': {'name': {'type': 'string', 'description': 'The name of the resource', 'nullable': False}}}, 'ActionResource': {'description': 'The Action-Resource item.\n\n*New in version 2.8.0*\n', 'type': 'object', 'properties': {'action': {'type': 'object', '$ref': '#/components/schemas/Action', 'description': 'The permission action'}, 'resource': {'type': 'object', '$ref': '#/components/schemas/Resource', 'description': 'The permission resource'}}}, 'Error': {'description': '[RFC7807](https://tools.ietf.org/html/rfc7807) compliant response.\n', 'type': 'object', 'properties': {'type': {'type': 'string', 'description': 'A URI reference [RFC3986] that identifies the problem type. This specification\nencourages that, when dereferenced, it provide human-readable documentation for\nthe problem type.\n'}, 'title': {'type': 'string', 'description': 'A short, human-readable summary of the problem type.'}, 'status': {'type': 'number', 'description': 'The HTTP status code generated by the API server for this occurrence of the problem.'}, 'detail': {'type': 'string', 'description': 'A human-readable explanation specific to this occurrence of the problem.'}, 'instance': {'type': 'string', 'description': 'A URI reference that identifies the specific occurrence of the problem. It may or may\nnot yield further information if dereferenced.\n'}}, 'required': ['type', 'title', 'status']}, 'CollectionInfo': {'description': 'Metadata about collection.', 'type': 'object', 'properties': {'total_entries': {'type': 'integer', 'description': 'Count of total objects in the current result set before pagination parameters\n(limit, offset) are applied.\n'}}}}, 'parameters': {'PageOffset': {'in': 'query', 'name': 'offset', 'required': False, 'schema': {'type': 'integer', 'minimum': 0}, 'description': 'The number of items to skip before starting to collect the result set.'}, 'PageLimit': {'in': 'query', 'name': 'limit', 'required': False, 'schema': {'type': 'integer', 'default': 100}, 'description': 'The numbers of items to return.'}, 'Username': {'in': 'path', 'name': 'username', 'schema': {'type': 'string'}, 'required': True, 'description': 'The username of the user.\n\n*New in version 2.8.0*\n'}, 'RoleName': {'in': 'path', 'name': 'role_name', 'schema': {'type': 'string'}, 'required': True, 'description': 'The role name'}, 'OrderBy': {'in': 'query', 'name': 'order_by', 'schema': {'type': 'string'}, 'required': False, 'description': 'The name of the field to order the results by.\nPrefix a field name with `-` to reverse the sort order.\n\n*New in version 2.8.0*\n'}, 'UpdateMask': {'in': 'query', 'name': 'update_mask', 'schema': {'type': 'array', 'items': {'type': 'string'}}, 'description': 'The fields to update on the resource. If absent or empty, all modifiable fields are updated.\nA comma-separated list of fully qualified names of fields.\n', 'style': 'form', 'explode': False}}, 'responses': {'BadRequest': {'description': 'Client specified an invalid argument.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}, 'Unauthenticated': {'description': 'Request not authenticated due to missing, invalid, authentication info.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}, 'PermissionDenied': {'description': 'Client does not have sufficient permission.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}, 'NotFound': {'description': 'A specified resource is not found.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}, 'MethodNotAllowed': {'description': 'Request method is known by the server but is not supported by the target resource.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}, 'NotAcceptable': {'description': 'A specified Accept header is not allowed.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}, 'AlreadyExists': {'description': 'An existing resource conflicts with the request.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}, 'Unknown': {'description': 'Unknown server error.', 'content': {'application/json': {'schema': {'$ref': '#/components/schemas/Error'}}}}}, 'securitySchemes': {'Basic': {'type': 'http', 'scheme': 'basic'}, 'GoogleOpenId': {'type': 'openIdConnect', 'openIdConnectUrl': 'https://accounts.google.com/.well-known/openid-configuration'}, 'Kerberos': {'type': 'http', 'scheme': 'negotiate'}}}, 'tags': [{'name': 'Role'}, {'name': 'Permission'}, {'name': 'User'}]}
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.936+0000] {abstract.py:83} DEBUG - Read specification
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.937+0000] {options.py:83} WARNING - The swagger_ui directory could not be found.
airflow-docker-compose-fec-airflow-webserver-1  |     Please install connexion with extra install: pip install connexion[swagger-ui]
airflow-docker-compose-fec-airflow-webserver-1  |     or provide the path to your local installation by passing swagger_path=<your path>
airflow-docker-compose-fec-airflow-webserver-1  | 
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.937+0000] {abstract.py:87} DEBUG - Options Loaded
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.937+0000] {flask_api.py:38} DEBUG - Creating API blueprint: /auth/fab/v1
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.937+0000] {abstract.py:94} DEBUG - Security Definitions: {'Basic': {'type': 'http', 'scheme': 'basic'}, 'GoogleOpenId': {'type': 'openIdConnect', 'openIdConnectUrl': 'https://accounts.google.com/.well-known/openid-configuration'}, 'Kerberos': {'type': 'http', 'scheme': 'negotiate'}}
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.938+0000] {abstract.py:98} DEBUG - Validate Responses: True
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.938+0000] {abstract.py:101} DEBUG - Strict Request Validation: True
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.938+0000] {abstract.py:104} DEBUG - Pythonic params: False
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.938+0000] {abstract.py:107} DEBUG - pass_context_arg_name: None
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.938+0000] {flask_api.py:48} DEBUG - Adding spec json: /auth/fab/v1//openapi.json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.938+0000] {flask_api.py:66} DEBUG - Adding spec yaml: /auth/fab/v1//openapi.yaml
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.939+0000] {options.py:83} WARNING - The swagger_ui directory could not be found.
airflow-docker-compose-fec-airflow-webserver-1  |     Please install connexion with extra install: pip install connexion[swagger-ui]
airflow-docker-compose-fec-airflow-webserver-1  |     or provide the path to your local installation by passing swagger_path=<your path>
airflow-docker-compose-fec-airflow-webserver-1  | 
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.939+0000] {abstract.py:216} DEBUG - Adding /auth/fab/v1/roles...
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.939+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.939+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.939+0000] {flask_api.py:121} DEBUG - ... Adding GET -> airflow.auth.managers.fab.api_endpoints.role_and_permission_endpoint.get_roles
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.939+0000] {abstract.py:365} DEBUG - ... Response validation enabled.
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.939+0000] {abstract.py:367} DEBUG - ... Adding response decorator (<ResponseValidator>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.940+0000] {abstract.py:410} DEBUG - ... Produces: ['application/json', 'application/json', 'application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.940+0000] {abstract.py:414} DEBUG - ... Produces json
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.940+0000] {abstract.py:371} DEBUG - ... Adding produces decorator (<function AbstractOperation.__content_type_decorator.<locals>.<lambda> at 0x7ff1e1d7caf0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.940+0000] {secure.py:73} DEBUG - ... Security: None
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.940+0000] {abstract.py:382} DEBUG - ... Adding security decorator (<function AbstractSecurityHandlerFactory.security_passthrough at 0x7ff2076940d0>)
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.940+0000] {openapi.py:129} DEBUG - consumes: ['application/json']
airflow-docker-compose-fec-airflow-webserver-1  | [2024-01-24T15:07:38.940+0000] {openapi.py:130} DEBUG - produces: ['application/json', 'application/json', 'application/json', 'application/json']
