airflow-docker-compose-fec-airflow-scheduler-1  | 
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.018+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.018+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.019+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.019+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.019+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.030+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 2.733670
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.030+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.922+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:00.931+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.032+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.050+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.067+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.076+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.094+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.096+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.096+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.096+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.097+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.097+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.097+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.108+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 1.655459
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.108+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.08 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.933+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:01.942+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.110+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.114+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.117+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.118+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.122+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.123+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.123+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.123+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.124+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.124+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.124+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.134+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 0.629328
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.134+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.02 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.765+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.783+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.787+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.789+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.795+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.799+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.799+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.799+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.799+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.810+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner.check_trigger_timeouts of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.821+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 0.058004
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.822+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.06 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.882+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.900+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.916+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.923+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.935+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.939+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.940+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.940+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.940+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.944+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.947+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.947+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.950+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.963+0000] {job.py:209} DEBUG - [heartbeat]
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.963+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner._emit_pool_metrics of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.965+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 4.907893
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:02.965+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.08 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:03.949+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:03.958+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:03.967+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:03.988+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:03.999+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.003+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.010+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.014+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.015+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.015+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.016+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.016+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.016+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.027+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 3.845787
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.027+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.06 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.960+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:04.969+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.029+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.047+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.063+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.067+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.081+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.083+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.084+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.084+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.084+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.085+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.085+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.096+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 2.776827
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.096+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.970+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:05.979+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.098+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.117+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.134+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.141+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.152+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.157+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.157+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.157+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.157+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.158+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.158+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.169+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 1.703942
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.169+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.981+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:06.990+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.170+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.189+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.206+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.212+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.223+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.224+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.224+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.224+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.225+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.225+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.225+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.236+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 0.636985
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.236+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.874+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.893+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.905+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.908+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.914+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.919+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.919+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.920+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.921+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.932+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner._find_zombies of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.933+0000] {scheduler_job_runner.py:1726} DEBUG - Finding 'running' jobs without a recent heartbeat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.944+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 0.021073
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.944+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.967+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.985+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:07.992+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.001+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.002+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.006+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.017+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.018+0000] {base_executor.py:217} DEBUG - 0 running task instances
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.018+0000] {base_executor.py:218} DEBUG - 0 in queue
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.019+0000] {base_executor.py:219} DEBUG - 0 open slots
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.019+0000] {base_executor.py:238} DEBUG - Calling the <class 'airflow.providers.daskexecutor.executors.dask_executor.DaskExecutor'> sync method
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.019+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.020+0000] {manager.py:258} DEBUG - Received message of type DagParsingStat
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.033+0000] {job.py:209} DEBUG - [heartbeat]
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.033+0000] {event_scheduler.py:39} DEBUG - Calling <bound method SchedulerJobRunner._emit_pool_metrics of <airflow.jobs.scheduler_job_runner.SchedulerJobRunner object at 0x7f95a0775370>>
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.035+0000] {scheduler_job_runner.py:1002} DEBUG - Next timed event is in 4.999992
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:08.035+0000] {scheduler_job_runner.py:1004} DEBUG - Ran scheduling loop in 0.07 seconds
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.004+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.013+0000] {retries.py:93} DEBUG - Running DagWarning._purge_inactive_dag_warnings_with_retry with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.037+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._create_dagruns_for_dags with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.057+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.074+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._get_next_dagruns_to_examine with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.082+0000] {retries.py:93} DEBUG - Running SchedulerJobRunner._schedule_all_dag_runs with retries. Try 1 of 3
airflow-docker-compose-fec-airflow-scheduler-1  | [2024-01-24T15:12:09.095+0000] {scheduler_job_runner.py:419} DEBUG - No tasks to consider for execution.
